Territorio,CEDI,Subcanal,Tamaño Industria,Codigo Cliente,Ventas Promedio,Espacio Total m2,Racks Actuales,Deuda
Pacifico,3950,Abarrotes,PEQUEÑO,500093866,205.36,12,3,144
Pacifico,3950,Abarrotes,PEQUEÑO,500094023,235.7,30,3,27
Pacifico,3950,Abarrotes,PEQUEÑO,500094159,425.85,16,2,56
Pacifico,3950,Abarrotes,GRANDE,500094902,1062.11,24,4,19
Pacifico,3950,Abarrotes,PEQUEÑO,500096219,355.59,25,3,96
Pacifico,3950,Abarrotes,PEQUEÑO,500203192,292.12,30,3,47
Pacifico,3951,Abarrotes,PEQUEÑO,500089427,401.39,15,0,159
Pacifico,3950,Abarrotes,PEQUEÑO,500090968,253.02,0,1,125
Pacifico,3950,Abarrotes,MEDIANO,500091283,455.36,8,3,99
Pacifico,3950,Abarrotes,GRANDE,500095372,766.06,60,4,53
Pacifico,3950,Abarrotes,PEQUEÑO,500093525,123.84,35,2,199
Pacifico,3950,Abarrotes,PEQUEÑO,500093782,167.14,0,3,181
Pacifico,3950,Abarrotes,PEQUEÑO,500090718,247.91,35,2,87
Pacifico,3953,Abarrotes,PEQUEÑO,500093703,246.53,16,3,89
Pacifico,3950,Abarrotes,PEQUEÑO,500090419,565.26,20,2,148
Pacifico,3952,Abarrotes,GRANDE,500093993,581.36,60,3,87
Pacifico,3950,Abarrotes,MEDIANO,500090523,231.27,30,1,31
Pacifico,3950,Abarrotes,PEQUEÑO,500091187,273.67,30,0,97
Pacifico,3951,Abarrotes,PEQUEÑO,500095013,182.75,30,2,27
Pacifico,3950,Abarrotes,PEQUEÑO,500090859,66.01,0,2,155
Pacifico,3950,Abarrotes,PEQUEÑO,500091019,242.81,28,1,95
Pacifico,3950,Abarrotes,PEQUEÑO,500095533,103.21,16,1,50
Pacifico,3951,Abarrotes,PEQUEÑO,500089958,159.87,42,2,104
Pacifico,3950,Abarrotes,PEQUEÑO,500090441,270.55,12,3,56
Pacifico,3950,Abarrotes,GRANDE,500095019,474.4,28,3,61
Pacifico,3950,Abarrotes,MEDIANO,500092964,254.63,0,2,165
Pacifico,3950,Abarrotes,PEQUEÑO,500093962,351.79,35,3,87
Pacifico,3950,Abarrotes,PEQUEÑO,500384354,193.63,20,3,32
Pacifico,3951,Abarrotes,MEDIANO,500089841,255,42,2,53
Pacifico,3950,Abarrotes,PEQUEÑO,500095082,63.85,48,1,134
Pacifico,3950,Abarrotes,PEQUEÑO,500095764,416.81,18,3,116
Pacifico,3950,Abarrotes,MEDIANO,500146060,308.88,36,3,73
Pacifico,3950,Abarrotes,PEQUEÑO,500093400,64.64,20,1,190
Pacifico,3950,Abarrotes,PEQUEÑO,500092758,124.72,49,2,91
Pacifico,3950,Abarrotes,PEQUEÑO,500094545,176.79,35,1,191
Pacifico,3950,Abarrotes,MEDIANO,500089984,529.03,25,4,24
Pacifico,3950,Abarrotes,PEQUEÑO,500090457,203.8,36,1,88
Pacifico,3950,Abarrotes,MEDIANO,500094449,370.7,21,3,155
Pacifico,3950,Abarrotes,PEQUEÑO,500094378,435.71,12,3,89
Pacifico,3950,Abarrotes,PEQUEÑO,500096212,133.88,30,2,131
Pacifico,3950,Abarrotes,PEQUEÑO,500343677,398.1,16,1,94
Pacifico,3951,Abarrotes,PEQUEÑO,500583515,257.55,48,4,48
Pacifico,3950,Abarrotes,PEQUEÑO,500092912,194.38,24,2,75
Pacifico,3950,Abarrotes,PEQUEÑO,500406818,269.85,36,0,167
Pacifico,3950,Abarrotes,MEDIANO,500091030,117.78,0,2,145
Pacifico,3950,Abarrotes,PEQUEÑO,500094593,283.03,15,1,67
Pacifico,3950,Abarrotes,PEQUEÑO,500094544,115.21,12,2,49
Pacifico,3951,Abarrotes,MEDIANO,500089840,384.73,30,2,147
Pacifico,3950,Abarrotes,PEQUEÑO,500093075,235.84,40,4,53
Pacifico,3950,Abarrotes,MEDIANO,500093006,65.94,35,1,197
Pacifico,3950,Abarrotes,MEDIANO,500092918,298.18,30,1,61
Pacifico,3951,Abarrotes,GRANDE,510374438,1048.97,36,0,84
Pacifico,3951,Abarrotes,PEQUEÑO,500093926,174.3,16,0,12
Pacifico,3950,Abarrotes,PEQUEÑO,500090952,159.29,25,2,61
Pacifico,3950,Abarrotes,PEQUEÑO,500094439,312.48,15,2,191
Pacifico,3951,Abarrotes,PEQUEÑO,500093966,351.1,15,2,20
Pacifico,3950,Abarrotes,PEQUEÑO,500289374,266.58,24,1,77
Pacifico,3952,Abarrotes,MEDIANO,510443094,103.51,27,0,88
Pacifico,3950,Abarrotes,PEQUEÑO,500091027,151.69,0,2,177
Pacifico,3950,Abarrotes,MEDIANO,500146126,494.33,21,3,60
Pacifico,3950,Abarrotes,PEQUEÑO,500202512,80.37,64,1,151
Pacifico,3950,Abarrotes,MEDIANO,500091008,215.25,24,3,66
Pacifico,3950,Abarrotes,PEQUEÑO,500093066,276.62,24,2,142
Pacifico,3950,Abarrotes,PEQUEÑO,500091988,602.79,18,0,33
Pacifico,3950,Abarrotes,PEQUEÑO,500095394,224.3,36,2,49
Pacifico,3951,Abarrotes,MEDIANO,500095149,276.39,28,0,191
Pacifico,3950,Abarrotes,PEQUEÑO,500093387,320.35,15,2,36
Pacifico,3952,Abarrotes,PEQUEÑO,500095566,221.58,18,2,88
Pacifico,3950,Abarrotes,PEQUEÑO,500093171,80.38,40,1,12
Pacifico,3951,Abarrotes,GRANDE,500094911,476.07,30,3,21
Pacifico,3953,Abarrotes,PEQUEÑO,500090337,178.55,24,2,22
Pacifico,3950,Abarrotes,PEQUEÑO,500093464,229.97,15,2,104
Pacifico,3950,Abarrotes,PEQUEÑO,500343342,140.99,30,1,134
Pacifico,3951,Abarrotes,PEQUEÑO,500095029,208.04,30,4,177
Pacifico,3950,Abarrotes,MEDIANO,500094486,367.03,64,2,118
Pacifico,3950,Abarrotes,PEQUEÑO,500094638,329.53,36,4,183
Pacifico,3950,Abarrotes,PEQUEÑO,500096192,87.1,0,0,33
Pacifico,3950,Abarrotes,MEDIANO,500131188,412.39,0,2,33
Pacifico,3952,Abarrotes,PEQUEÑO,500090529,125.7,20,2,182
Pacifico,3950,Abarrotes,PEQUEÑO,500090892,155.1,45,2,137
Pacifico,3953,Abarrotes,PEQUEÑO,500093650,223.38,12,3,144
Pacifico,3950,Abarrotes,MEDIANO,500095714,282.99,36,4,60
Pacifico,3950,Abarrotes,PEQUEÑO,500093293,190.2,0,2,79
Pacifico,3950,Abarrotes,PEQUEÑO,500092956,165.31,42,1,118
Pacifico,3950,Abarrotes,MEDIANO,500405798,384.67,35,1,74
Pacifico,3950,Abarrotes,PEQUEÑO,500090807,352.16,40,2,161
Pacifico,3950,Abarrotes,MEDIANO,500094677,305.74,16,3,84
Pacifico,3950,Abarrotes,PEQUEÑO,500093571,466.89,27,2,176
Pacifico,3952,Abarrotes,PEQUEÑO,500093969,51.65,30,0,151
Pacifico,3950,Abarrotes,PEQUEÑO,500095498,100.79,32,1,95
Pacifico,3950,Abarrotes,MEDIANO,500095916,527.03,35,3,117
Pacifico,3952,Abarrotes,MEDIANO,500089907,316.05,35,2,18
Pacifico,3950,Abarrotes,MEDIANO,500407880,452.55,50,0,63
Pacifico,3952,Abarrotes,MEDIANO,500094113,297.04,32,2,72
Pacifico,3950,Abarrotes,MEDIANO,500406309,244.26,35,1,127
Pacifico,3950,Abarrotes,MEDIANO,500204339,129.97,24,2,188
Pacifico,3950,Abarrotes,PEQUEÑO,500093374,261.19,20,1,67
Pacifico,3950,Abarrotes,MEDIANO,500093783,513.3,0,3,18
Pacifico,3951,Abarrotes,MEDIANO,500089940,284.37,20,2,71
Pacifico,3950,Abarrotes,PEQUEÑO,500090054,222.85,49,3,70
Pacifico,3950,Abarrotes,GRANDE,500090853,760.69,40,4,40
Pacifico,3950,Abarrotes,GRANDE,500094000,323.37,40,3,48
Pacifico,3950,Abarrotes,PEQUEÑO,500094819,285.32,25,3,166
Pacifico,3950,Abarrotes,MEDIANO,500144434,207.46,0,2,184
Pacifico,3950,Abarrotes,MEDIANO,500090783,392.04,32,3,199
Pacifico,3950,Abarrotes,MEDIANO,500093048,235.27,70,0,63
Pacifico,3950,Abarrotes,GRANDE,500095636,425.72,24,4,34
Pacifico,3950,Abarrotes,PEQUEÑO,500093606,281.37,25,3,113
Pacifico,3952,Abarrotes,MEDIANO,500090013,164.49,40,3,170
Pacifico,3950,Abarrotes,PEQUEÑO,500090383,123.77,48,2,93
Pacifico,3950,Abarrotes,PEQUEÑO,500095980,429.74,30,2,183
Pacifico,3952,Abarrotes,MEDIANO,500090051,288.45,42,4,45
Pacifico,3950,Abarrotes,PEQUEÑO,500093139,121.93,30,1,96
Pacifico,3951,Abarrotes,GRANDE,500093986,370.86,35,3,145
Pacifico,3950,Abarrotes,MEDIANO,500090767,568.26,15,2,200
Pacifico,3950,Abarrotes,PEQUEÑO,500093778,171.81,35,1,193
Pacifico,3950,Abarrotes,PEQUEÑO,500092852,65.93,24,1,115
Pacifico,3951,Abarrotes,PEQUEÑO,500089959,129.32,40,2,65
Pacifico,3950,Abarrotes,MEDIANO,500096241,338.88,25,4,40
Pacifico,3950,Abarrotes,PEQUEÑO,500095161,279.12,16,3,151
Pacifico,3950,Abarrotes,PEQUEÑO,500096053,186.39,0,2,36
Pacifico,3950,Abarrotes,MEDIANO,500093983,495.91,36,2,184
Pacifico,3951,Abarrotes,MEDIANO,500095659,513.52,40,3,87
Pacifico,3951,Abarrotes,PEQUEÑO,500091141,222.77,20,2,113
Pacifico,3950,Abarrotes,PEQUEÑO,500409182,74.21,36,0,86
Pacifico,3950,Abarrotes,MEDIANO,500095481,523.15,0,2,17
Pacifico,3950,Abarrotes,MEDIANO,500091020,138.11,16,1,197
Pacifico,3950,Abarrotes,PEQUEÑO,500095027,143.09,30,1,52
Pacifico,3950,Abarrotes,MEDIANO,500090177,417.68,42,3,74
Pacifico,3950,Abarrotes,PEQUEÑO,510193203,159.07,15,2,55
Pacifico,3950,Abarrotes,PEQUEÑO,500092961,84.62,0,1,33
Pacifico,3950,Abarrotes,MEDIANO,500096069,248.92,42,2,40
Pacifico,3950,Abarrotes,PEQUEÑO,500408977,222.56,20,2,76
Pacifico,3950,Abarrotes,MEDIANO,500092751,325.94,28,3,52
Pacifico,3950,Abarrotes,MEDIANO,500094134,255.19,30,2,32
Pacifico,3950,Abarrotes,PEQUEÑO,500095956,114.99,30,1,192
Pacifico,3950,Abarrotes,PEQUEÑO,500093355,292.03,24,2,136
Pacifico,3950,Abarrotes,PEQUEÑO,500094804,101.84,0,1,152
Pacifico,3951,Abarrotes,MEDIANO,500093341,428.32,24,3,184
Pacifico,3950,Abarrotes,PEQUEÑO,500201468,197.28,36,2,197
Pacifico,3950,Abarrotes,PEQUEÑO,500201298,216.07,30,2,163
Pacifico,3950,Abarrotes,PEQUEÑO,510374138,200.62,16,0,127
Pacifico,3950,Abarrotes,MEDIANO,500146739,452.55,20,3,132
Pacifico,3950,Abarrotes,PEQUEÑO,500093632,310.41,15,2,164
Pacifico,3950,Abarrotes,PEQUEÑO,500095249,320.15,49,3,24
Pacifico,3950,Abarrotes,MEDIANO,500095649,443.88,28,2,170
Pacifico,3951,Abarrotes,PEQUEÑO,500091173,170.05,24,2,200
Pacifico,3950,Abarrotes,PEQUEÑO,500094215,440.29,20,1,31
Pacifico,3950,Abarrotes,PEQUEÑO,500095093,453.45,40,3,79
Pacifico,3950,Abarrotes,MEDIANO,500090785,244.22,63,1,116
Pacifico,3952,Abarrotes,MEDIANO,510465593,52.66,20,0,191
Pacifico,3952,Abarrotes,PEQUEÑO,510374660,127.7,24,0,95
Pacifico,3950,Abarrotes,MEDIANO,500089777,324.96,30,1,45
Pacifico,3950,Abarrotes,PEQUEÑO,500093940,296.75,40,2,109
Pacifico,3952,Abarrotes,MEDIANO,500094018,626.14,60,3,71
Pacifico,3950,Abarrotes,MEDIANO,500090190,293.45,48,3,79
Pacifico,3951,Abarrotes,PEQUEÑO,500093549,198.32,49,2,117
Pacifico,3950,Abarrotes,PEQUEÑO,500093007,412.55,20,2,146
Pacifico,3950,Abarrotes,GRANDE,500403995,1294.32,40,1,152
Pacifico,3951,Abarrotes,PEQUEÑO,500093146,306.1,15,1,60
Pacifico,3950,Abarrotes,PEQUEÑO,500094209,390.4,12,1,115
Pacifico,3951,Abarrotes,MEDIANO,500091126,198.21,48,1,187
Pacifico,3951,Abarrotes,PEQUEÑO,500094364,133,40,1,94
Pacifico,3950,Abarrotes,PEQUEÑO,500407338,61,40,1,34
Pacifico,3950,Abarrotes,MEDIANO,500094785,251.45,25,3,148
Pacifico,3950,Abarrotes,PEQUEÑO,500096093,158.56,35,1,111
Pacifico,3950,Abarrotes,GRANDE,500091404,2150.91,32,3,111
Pacifico,3950,Abarrotes,PEQUEÑO,500095057,54.55,24,1,189
Pacifico,3950,Abarrotes,PEQUEÑO,500095355,519.33,16,4,186
Pacifico,3950,Abarrotes,MEDIANO,500203745,546.98,0,4,146
Pacifico,3950,Abarrotes,MEDIANO,510146734,354.96,48,2,53
Pacifico,3950,Abarrotes,MEDIANO,500091007,691.83,18,3,196
Pacifico,3952,Abarrotes,MEDIANO,500093984,391.37,48,2,13
Pacifico,3950,Abarrotes,PEQUEÑO,500089813,259.25,36,2,119
Pacifico,3950,Abarrotes,MEDIANO,500094796,473.92,36,3,138
Pacifico,3950,Abarrotes,MEDIANO,500095631,423.5,30,2,146
Pacifico,3950,Abarrotes,PEQUEÑO,500090945,358.81,54,2,95
Pacifico,3950,Abarrotes,MEDIANO,500203689,423.3,45,3,63
Pacifico,3950,Abarrotes,PEQUEÑO,510383090,122.3,24,0,185
Pacifico,3950,Abarrotes,PEQUEÑO,500090377,249.37,40,2,43
Pacifico,3950,Abarrotes,MEDIANO,500094137,149.73,0,3,123
Pacifico,3950,Abarrotes,PEQUEÑO,500095961,173.08,16,3,176
Pacifico,3950,Abarrotes,PEQUEÑO,500096242,192.61,20,1,17
Pacifico,3950,Abarrotes,MEDIANO,500090046,243.01,30,1,81
Pacifico,3953,Abarrotes,MEDIANO,500091606,443.26,45,2,48
Pacifico,3950,Abarrotes,PEQUEÑO,500201400,301.01,36,4,179
Pacifico,3950,Abarrotes,PEQUEÑO,500093574,329.26,16,1,69
Pacifico,3950,Abarrotes,GRANDE,500129447,577.02,45,2,43
Pacifico,3950,Abarrotes,PEQUEÑO,500092924,164.54,48,1,113
Pacifico,3952,Abarrotes,PEQUEÑO,500094500,58.45,30,1,142
Pacifico,3950,Abarrotes,PEQUEÑO,500090531,319.11,35,4,163
Pacifico,3950,Abarrotes,PEQUEÑO,500093514,276.89,0,2,189
Pacifico,3952,Abarrotes,MEDIANO,500090073,396.58,30,2,68
Pacifico,3950,Abarrotes,PEQUEÑO,500129441,148.23,18,3,91
Pacifico,3950,Abarrotes,PEQUEÑO,500129452,365.91,40,2,49
Pacifico,3950,Abarrotes,PEQUEÑO,500090427,196.28,45,3,153
Pacifico,3950,Abarrotes,PEQUEÑO,500093697,132.02,45,2,113
Pacifico,3950,Abarrotes,MEDIANO,500093817,398.93,16,3,120
Pacifico,3950,Abarrotes,PEQUEÑO,500093579,471.98,25,3,93
Pacifico,3950,Abarrotes,PEQUEÑO,500090057,206.5,20,3,89
Pacifico,3950,Abarrotes,MEDIANO,500095458,453.81,28,4,33
Pacifico,3950,Abarrotes,MEDIANO,500091238,463.97,50,3,44
Pacifico,3950,Abarrotes,MEDIANO,500094100,299.26,25,3,164
Pacifico,3950,Abarrotes,PEQUEÑO,500090423,230.16,50,1,65
Pacifico,3950,Abarrotes,PEQUEÑO,500092733,92.82,35,2,148
Pacifico,3950,Abarrotes,MEDIANO,500094208,592.83,18,2,129
Pacifico,3950,Abarrotes,PEQUEÑO,500095132,126.06,42,2,174
Pacifico,3950,Frutas y Verduras,PEQUEÑO,500095026,196.68,0,2,50
Pacifico,3950,Frutas y Verduras,PEQUEÑO,500090770,191.09,40,3,139
Pacifico,3951,Farmacia Independiente,PEQUEÑO,500093081,139.27,0,2,18
Pacifico,3950,Frutas y Verduras,MEDIANO,500094790,561.25,72,3,164
Pacifico,3950,Tortillería,PEQUEÑO,500090578,105.34,35,0,45
Pacifico,3950,Frutas y Verduras,PEQUEÑO,500094814,229.64,35,2,57
Pacifico,3953,Farmacia Independiente,PEQUEÑO,510374992,78.02,24,0,29
Pacifico,3952,Tortillería,MEDIANO,500093694,490.2,68,1,59
Pacifico,3952,Panaderia / Pastelería,PEQUEÑO,500093109,51.63,10.5,1,18
Pacifico,3952,Frutas y Verduras,MEDIANO,510374648,149.91,27,0,76
Pacifico,3950,Frutas y Verduras,GRANDE,500094558,313.11,27,2,75
Pacifico,3950,Panaderia / Pastelería,PEQUEÑO,500095119,172.18,72,2,121
Pacifico,3950,Farmacia Independiente,PEQUEÑO,500095697,136.54,40,2,193
Pacifico,3950,Frutas y Verduras,PEQUEÑO,500091081,100.6,35,3,195
Pacifico,3952,Panaderia / Pastelería,PEQUEÑO,510374847,150.11,12,0,92
Pacifico,3950,Farmacia Independiente,PEQUEÑO,500090356,95.15,40,1,137
Pacifico,3953,Panaderia / Pastelería,PEQUEÑO,500093666,280.26,17,3,145
Pacifico,3950,Tortillería,PEQUEÑO,500404768,74.18,72,1,186
Pacifico,3946,Abarrotes,GRANDE,500119401,231.35,20,1,123
Pacifico,3946,Abarrotes,PEQUEÑO,500113892,214.59,24,2,87
Pacifico,3946,Abarrotes,MEDIANO,500110022,84.75,26,2,130
Pacifico,3946,Abarrotes,GRANDE,500114682,170.24,60,3,89
Pacifico,3948,Abarrotes,MEDIANO,500114117,108.79,6,2,169
Pacifico,3947,Abarrotes,PEQUEÑO,500114669,88.54,12,1,131
Pacifico,3946,Abarrotes,MEDIANO,500111462,243.28,16,1,147
Pacifico,3947,Abarrotes,PEQUEÑO,500113311,168.16,55,4,10
Pacifico,3946,Abarrotes,MEDIANO,500147247,88.42,32,1,96
Pacifico,3946,Abarrotes,GRANDE,500112122,638.87,44,4,95
Pacifico,3946,Abarrotes,GRANDE,500117797,146.68,63,1,78
Pacifico,3947,Abarrotes,MEDIANO,500114321,243.68,30,3,79
Pacifico,3946,Abarrotes,PEQUEÑO,500119183,93.98,9,1,43
Pacifico,3947,Abarrotes,PEQUEÑO,500568964,108.39,20,1,163
Pacifico,3947,Abarrotes,MEDIANO,500568728,171.3,68,1,19
Pacifico,3947,Abarrotes,MEDIANO,500114487,290.34,36,4,177
Pacifico,3947,Abarrotes,PEQUEÑO,500114013,68.22,0,2,37
Pacifico,3947,Abarrotes,PEQUEÑO,500111514,126.56,0,1,69
Pacifico,3946,Abarrotes,MEDIANO,500110309,202.16,62,1,198
Pacifico,3946,Abarrotes,MEDIANO,500110452,557.05,0,2,124
Pacifico,3946,Abarrotes,PEQUEÑO,500116348,99.17,30,2,159
Pacifico,3949,Abarrotes,PEQUEÑO,500112002,211.43,32,3,22
Pacifico,3946,Abarrotes,PEQUEÑO,500112007,105,48,2,104
Pacifico,3949,Abarrotes,MEDIANO,500109754,128.97,0,4,177
Pacifico,3946,Abarrotes,PEQUEÑO,500110438,197.65,25,1,32
Pacifico,3949,Frutas y Verduras,PEQUEÑO,510362034,88.19,12,0,63
Pacifico,3949,Frutas y Verduras,PEQUEÑO,500112943,152.37,24,1,135
Pacifico,3946,Panaderia / Pastelería,PEQUEÑO,500117899,115.9,55,1,29
Pacifico,3946,Tortillería,PEQUEÑO,500119289,142.96,56,2,133
Pacifico,3946,Frutas y Verduras,MEDIANO,500109943,380.05,0,2,180
Pacifico,3946,Frutas y Verduras,MEDIANO,500398898,194.6,48,0,27
Pacifico,3948,Frutas y Verduras,GRANDE,500615264,169.09,0,0,136
Pacifico,3949,Farmacia Independiente,MEDIANO,510362065,216.11,72,0,114
Pacifico,3946,Frutas y Verduras,MEDIANO,500112442,477.83,0,3,134
Pacifico,3946,Farmacia Independiente,MEDIANO,500113011,463.02,0,4,28
Pacifico,3947,Panaderia / Pastelería,PEQUEÑO,500568701,129.29,16,0,135
Pacifico,3946,Frutas y Verduras,PEQUEÑO,500117277,319.72,15,2,109
Pacifico,3946,Frutas y Verduras,PEQUEÑO,500111997,156.82,17.5,1,99
Pacifico,3946,Frutas y Verduras,PEQUEÑO,500116080,248.81,0,1,200
Pacifico,3946,Frutas y Verduras,MEDIANO,500110216,271.16,60,0,26
Pacifico,3947,Tortillería,PEQUEÑO,500116620,141.1,32,1,114
Pacifico,3949,Tortillería,PEQUEÑO,500119308,210.49,18,2,121
Pacifico,3946,Frutas y Verduras,MEDIANO,500117638,444.59,70,0,125
Pacifico,3946,Frutas y Verduras,PEQUEÑO,500394845,167.01,35,0,113
Pacifico,3948,Frutas y Verduras,PEQUEÑO,500115341,189.78,24,2,66
Norte,3308,Abarrotes,MEDIANO,500368082,313.42,18,2,113
Norte,3308,Abarrotes,GRANDE,510151385,340.32,60,1,195
Norte,3308,Abarrotes,MEDIANO,500368591,298.71,32,2,91
Norte,3308,Abarrotes,PEQUEÑO,500387004,201.67,20,1,107
Norte,3308,Abarrotes,MEDIANO,500364621,357.46,0,2,29
Norte,3308,Abarrotes,GRANDE,500364790,393.12,0,0,46
Norte,3308,Abarrotes,MEDIANO,500365480,400.25,0,2,73
Norte,3308,Abarrotes,MEDIANO,500369689,76.23,32,1,159
Norte,3308,Abarrotes,MEDIANO,500364847,144.17,25,2,32
Norte,3308,Abarrotes,PEQUEÑO,500365594,263.08,28,2,31
Norte,3308,Abarrotes,MEDIANO,500388121,506.42,40,3,133
Norte,3308,Abarrotes,MEDIANO,500364576,609.28,45,3,153
Norte,3308,Abarrotes,MEDIANO,500387574,572.61,23,1,47
Norte,3308,Abarrotes,GRANDE,500367977,388.45,23,3,159
Norte,3308,Abarrotes,GRANDE,500368002,278.85,39,2,132
Norte,3308,Abarrotes,PEQUEÑO,500370485,156.54,0,2,163
Norte,3308,Abarrotes,MEDIANO,500365061,406.4,0,2,165
Norte,3310,Abarrotes,GRANDE,500371318,1324.83,24,2,141
Norte,3308,Abarrotes,MEDIANO,510151674,179.49,0,0,72
Norte,3308,Abarrotes,MEDIANO,500364571,611.98,5,5,11
Norte,3308,Abarrotes,MEDIANO,500367982,284.01,26,3,199
Norte,3308,Abarrotes,MEDIANO,500390990,247.35,15,1,115
Norte,3308,Abarrotes,MEDIANO,500370064,385.14,25,3,153
Norte,3308,Abarrotes,GRANDE,500370381,826.8,36,1,54
Norte,3308,Abarrotes,GRANDE,500370616,143.55,30,2,135
Norte,3308,Abarrotes,MEDIANO,500364699,405.46,0,3,97
Norte,3308,Abarrotes,MEDIANO,500370454,265.69,0,2,108
Norte,3308,Abarrotes,MEDIANO,500364628,226.1,15,2,135
Norte,3308,Abarrotes,PEQUEÑO,500364703,346.86,0,1,66
Norte,3308,Abarrotes,PEQUEÑO,500370776,247.27,0,1,46
Norte,3308,Abarrotes,MEDIANO,500364832,421.83,18,2,54
Norte,3308,Abarrotes,MEDIANO,500365420,346.86,28,0,23
Norte,3308,Abarrotes,GRANDE,500370672,319.14,28,3,101
Norte,3308,Abarrotes,PEQUEÑO,500370878,102.22,0,2,124
Norte,3308,Abarrotes,MEDIANO,500410238,639.24,40,3,74
Norte,3308,Abarrotes,MEDIANO,500365336,286.1,0,2,80
Norte,3308,Abarrotes,PEQUEÑO,500365359,178.13,16.35,2,69
Norte,3308,Abarrotes,PEQUEÑO,500367021,379.92,30,1,178
Norte,3308,Abarrotes,MEDIANO,500388059,366.27,0,3,182
Norte,3310,Abarrotes,GRANDE,500590085,487.37,0,2,193
Norte,3308,Abarrotes,PEQUEÑO,500366874,226.23,16,1,47
Norte,3308,Abarrotes,MEDIANO,500388131,294.42,48,3,158
Norte,3308,Abarrotes,PEQUEÑO,500366914,206.53,32,1,136
Norte,3308,Abarrotes,MEDIANO,500371197,217.73,100,1,130
Norte,3308,Abarrotes,GRANDE,500387248,248.3,27,3,77
Norte,3308,Abarrotes,MEDIANO,500370750,204.32,60,3,173
Norte,3308,Abarrotes,GRANDE,500364614,598.11,0,3,164
Norte,3308,Abarrotes,PEQUEÑO,500368035,234.81,20,2,162
Norte,3308,Abarrotes,GRANDE,500369849,1195.1,0,4,94
Norte,3308,Abarrotes,PEQUEÑO,500409338,185.4,20,2,46
Norte,3310,Abarrotes,MEDIANO,510355627,498.88,18,0,154
Norte,3308,Abarrotes,MEDIANO,500387501,462.32,60,3,170
Norte,3308,Abarrotes,PEQUEÑO,500387605,550.95,0,2,160
Norte,3308,Abarrotes,GRANDE,500367999,343.16,45,3,138
Norte,3308,Abarrotes,MEDIANO,500364731,386.13,28,2,192
Norte,3308,Abarrotes,GRANDE,500387275,377.47,24,2,98
Norte,3308,Abarrotes,GRANDE,500586808,61.57,40,1,133
Norte,3308,Abarrotes,PEQUEÑO,510151473,66.36,36,0,83
Norte,3308,Abarrotes,GRANDE,500366742,892.62,0,3,108
Norte,3308,Abarrotes,GRANDE,500367643,441.19,12,3,73
Norte,3308,Abarrotes,GRANDE,500387370,1088.66,0,3,42
Norte,3308,Abarrotes,PEQUEÑO,510228320,312.57,16,1,155
Norte,3308,Abarrotes,PEQUEÑO,500364853,190.25,0,2,115
Norte,3308,Abarrotes,MEDIANO,500568996,483.48,60,3,11
Norte,3308,Abarrotes,GRANDE,500364708,722.48,24,4,141
Norte,3308,Abarrotes,MEDIANO,500366783,674.05,32,2,120
Norte,3308,Abarrotes,MEDIANO,500367544,465.25,0,3,35
Norte,3308,Abarrotes,PEQUEÑO,500369761,99.51,0,2,150
Norte,3308,Abarrotes,MEDIANO,510151878,749.26,10,0,16
Norte,3308,Abarrotes,PEQUEÑO,500387776,228.08,30,2,18
Norte,3308,Abarrotes,MEDIANO,500386818,429.24,27,2,128
Norte,3308,Abarrotes,PEQUEÑO,500388008,226.22,60,1,178
Norte,3308,Abarrotes,MEDIANO,500367422,372.46,36,3,123
Norte,3308,Abarrotes,MEDIANO,500364743,581.05,0,2,164
Norte,3308,Abarrotes,MEDIANO,500365550,224.35,0,2,93
Norte,3308,Abarrotes,MEDIANO,500367680,352.89,14,4,160
Norte,3308,Abarrotes,GRANDE,500387315,625.55,0,3,171
Norte,3308,Abarrotes,PEQUEÑO,500364754,135.77,24,1,93
Norte,3308,Abarrotes,PEQUEÑO,500388972,172.74,54,1,116
Norte,3308,Abarrotes,PEQUEÑO,500364739,229.53,24,2,145
Norte,3308,Abarrotes,MEDIANO,500365843,254.91,32,2,148
Norte,3308,Abarrotes,GRANDE,500367476,387.41,30,4,114
Norte,3308,Abarrotes,GRANDE,500369748,953.51,12,2,163
Norte,3308,Abarrotes,MEDIANO,500370358,515.91,0,0,46
Norte,3308,Abarrotes,PEQUEÑO,500368203,151.71,12,1,80
Norte,3308,Abarrotes,MEDIANO,510151791,290.57,24,0,160
Norte,3308,Abarrotes,GRANDE,500365034,700.87,36,2,72
Norte,3308,Abarrotes,GRANDE,510193076,375.8,0,3,81
Norte,3308,Abarrotes,GRANDE,510151797,640.24,24,0,176
Norte,3308,Abarrotes,PEQUEÑO,500370386,113,50,0,119
Norte,3308,Abarrotes,PEQUEÑO,500585055,74.78,0,1,96
Norte,3308,Abarrotes,GRANDE,500364830,510.23,0,3,67
Norte,3308,Abarrotes,PEQUEÑO,500387192,328.63,16,1,53
Norte,3308,Abarrotes,GRANDE,500364899,318.08,30,4,14
Norte,3308,Abarrotes,GRANDE,500370607,190.48,0,3,139
Norte,3308,Abarrotes,GRANDE,500387907,148.39,16,1,173
Norte,3308,Abarrotes,PEQUEÑO,500370188,206.01,32,2,56
Norte,3308,Abarrotes,MEDIANO,500387416,431.47,0,2,81
Norte,3308,Abarrotes,PEQUEÑO,500508969,256.28,40,2,104
Norte,3308,Abarrotes,MEDIANO,500367218,195.38,16,1,104
